shift_id,year,month,date,staff_id,staff_name,scheduled_start,scheduled_end,actual_start,actual_end,scheduled_hours,actual_hours,break_minutes,overtime_minutes,is_late,is_early_leave,notes
SH20251019_0540,2025,10,19,753,北村卓也,16:00,03:00,16:00,03:01,10.0,10.0,60,1,FALSE,FALSE,
SH20251019_0541,2025,10,19,756,中山美和,09:00,16:00,09:00,16:01,6.0,6.0,60,1,FALSE,FALSE,
SH20251020_0542,2025,10,20,752,佐藤孝仁,09:00,23:00,09:00,23:03,13.0,13.1,60,3,FALSE,FALSE,
SH20251020_0543,2025,10,20,753,北村卓也,16:00,03:00,16:00,02:55,10.0,9.9,60,0,FALSE,FALSE,
SH20251020_0544,2025,10,20,757,梶尾真紀,11:00,16:00,11:00,15:57,5.0,5.0,0,0,FALSE,FALSE,
SH20251020_0545,2025,10,20,754,高田久瑠美,09:00,22:00,09:00,22:00,12.0,11.9,60,0,FALSE,TRUE,早退
SH20251020_0546,2025,10,20,755,吉田莉乃,18:00,23:00,18:00,23:04,5.0,5.1,0,4,FALSE,FALSE,
SH20251020_0547,2025,10,20,756,中山美和,09:00,16:00,09:00,16:00,6.0,5.9,60,0,FALSE,TRUE,早退
SH20251022_0548,2025,10,22,751,篠原喬人,09:00,23:00,09:00,23:07,13.0,13.1,60,7,FALSE,FALSE,
SH20251022_0549,2025,10,22,752,佐藤孝仁,16:00,23:00,16:00,23:06,6.0,6.1,60,6,FALSE,FALSE,
SH20251022_0550,2025,10,22,757,梶尾真紀,11:00,16:00,11:00,16:10,5.0,5.2,0,10,FALSE,FALSE,
SH20251022_0551,2025,10,22,754,高田久瑠美,09:00,16:00,09:00,16:06,6.0,6.1,60,6,FALSE,FALSE,
SH20251022_0552,2025,10,22,755,吉田莉乃,18:00,23:00,18:00,23:09,5.0,5.2,0,9,FALSE,FALSE,
SH20251022_0553,2025,10,22,756,中山美和,09:00,16:00,09:00,15:56,6.0,5.9,60,0,FALSE,FALSE,
SH20251023_0554,2025,10,23,752,佐藤孝仁,09:00,23:00,09:00,23:01,13.0,13.0,60,1,FALSE,FALSE,
SH20251023_0555,2025,10,23,753,北村卓也,16:00,03:00,16:00,03:09,10.0,10.2,60,9,FALSE,FALSE,
SH20251023_0556,2025,10,23,757,梶尾真紀,11:00,16:00,11:00,16:09,5.0,5.2,0,9,FALSE,FALSE,
SH20251023_0557,2025,10,23,758,佐伯結香,09:00,22:00,09:00,21:59,12.0,12.0,60,0,FALSE,FALSE,
SH20251023_0558,2025,10,23,756,中山美和,09:00,16:00,09:00,16:09,6.0,6.2,60,9,FALSE,FALSE,
SH20251024_0559,2025,10,24,751,篠原喬人,09:00,23:00,09:00,23:09,13.0,13.2,60,9,FALSE,FALSE,
SH20251024_0560,2025,10,24,753,北村卓也,16:00,03:00,16:00,02:57,10.0,9.9,60,0,FALSE,FALSE,
SH20251024_0561,2025,10,24,757,梶尾真紀,11:00,16:00,11:00,16:07,5.0,5.1,0,7,FALSE,FALSE,
SH20251024_0562,2025,10,24,754,高田久瑠美,09:00,22:00,08:56,21:56,12.0,11.9,60,0,TRUE,FALSE,遅刻
SH20251024_0563,2025,10,24,756,中山美和,09:00,23:00,09:00,23:04,13.0,13.1,60,4,FALSE,FALSE,
SH20251025_0564,2025,10,25,751,篠原喬人,09:00,23:00,09:00,23:10,13.0,13.2,60,10,FALSE,FALSE,
SH20251025_0565,2025,10,25,752,佐藤孝仁,09:00,23:00,09:00,22:55,13.0,12.9,60,0,FALSE,FALSE,
SH20251025_0566,2025,10,25,753,北村卓也,16:00,03:00,16:00,03:06,10.0,10.1,60,6,FALSE,FALSE,
SH20251025_0567,2025,10,25,754,高田久瑠美,09:00,22:00,09:00,22:03,12.0,12.1,60,3,FALSE,FALSE,
SH20251025_0568,2025,10,25,756,中山美和,09:00,16:00,09:00,16:06,6.0,6.1,60,6,FALSE,FALSE,
SH20251026_0569,2025,10,26,751,篠原喬人,09:00,23:00,09:00,23:02,13.0,13.0,60,2,FALSE,FALSE,
SH20251026_0570,2025,10,26,752,佐藤孝仁,09:00,23:00,09:00,23:08,13.0,13.1,60,8,FALSE,FALSE,
SH20251026_0571,2025,10,26,753,北村卓也,16:00,03:00,16:00,02:59,10.0,10.0,60,0,FALSE,FALSE,
SH20251026_0572,2025,10,26,757,梶尾真紀,11:00,16:00,11:00,16:04,5.0,5.1,0,4,FALSE,FALSE,
SH20251026_0573,2025,10,26,758,佐伯結香,09:00,22:00,09:00,22:01,12.0,12.0,60,1,FALSE,FALSE,
SH20251027_0574,2025,10,27,751,篠原喬人,09:00,23:00,09:00,22:57,13.0,12.9,60,0,FALSE,FALSE,
SH20251027_0575,2025,10,27,753,北村卓也,16:00,03:00,16:00,03:02,10.0,10.0,60,2,FALSE,FALSE,
SH20251027_0576,2025,10,27,757,梶尾真紀,11:00,16:00,11:00,15:59,5.0,5.0,0,0,FALSE,FALSE,
SH20251027_0577,2025,10,27,754,高田久瑠美,09:00,22:00,09:00,22:02,12.0,12.0,60,2,FALSE,FALSE,
SH20251027_0578,2025,10,27,755,吉田莉乃,18:00,23:00,18:00,23:05,5.0,5.1,0,5,FALSE,FALSE,
SH20251027_0579,2025,10,27,756,中山美和,09:00,16:00,09:00,16:07,6.0,6.1,60,7,FALSE,FALSE,
SH20251029_0580,2025,10,29,751,篠原喬人,16:00,23:00,16:00,23:05,6.0,6.1,60,5,FALSE,FALSE,
SH20251029_0581,2025,10,29,752,佐藤孝仁,09:00,16:00,09:00,16:01,6.0,6.0,60,1,FALSE,FALSE,
SH20251029_0582,2025,10,29,753,北村卓也,16:00,03:00,16:00,03:02,10.0,10.0,60,2,FALSE,FALSE,
SH20251029_0583,2025,10,29,757,梶尾真紀,11:00,16:00,11:00,15:57,5.0,5.0,0,0,FALSE,FALSE,
SH20251029_0584,2025,10,29,754,高田久瑠美,09:00,16:00,09:00,16:09,6.0,6.2,60,9,FALSE,FALSE,
SH20251029_0585,2025,10,29,756,中山美和,09:00,23:00,09:00,22:59,13.0,13.0,60,0,FALSE,FALSE,
SH20251030_0586,2025,10,30,751,篠原喬人,09:00,23:30,09:00,23:25,13.5,13.4,60,0,FALSE,FALSE,
SH20251030_0587,2025,10,30,752,佐藤孝仁,09:00,23:00,09:00,23:09,13.0,13.2,60,9,FALSE,FALSE,
SH20251030_0588,2025,10,30,753,北村卓也,16:00,03:00,16:00,03:10,10.0,10.2,60,10,FALSE,FALSE,
SH20251030_0589,2025,10,30,757,梶尾真紀,11:00,16:00,11:00,16:07,5.0,5.1,0,7,FALSE,FALSE,
SH20251030_0590,2025,10,30,758,佐伯結香,09:00,22:00,09:00,21:57,12.0,11.9,60,0,FALSE,FALSE,
SH20251030_0591,2025,10,30,756,中山美和,09:00,23:00,09:00,22:55,13.0,12.9,60,0,FALSE,FALSE,
SH20251031_0592,2025,10,31,751,篠原喬人,09:00,23:30,09:00,23:33,13.5,13.6,60,3,FALSE,FALSE,
SH20251031_0593,2025,10,31,752,佐藤孝仁,09:00,23:00,09:00,23:03,13.0,13.1,60,3,FALSE,FALSE,
SH20251031_0594,2025,10,31,753,北村卓也,16:00,03:00,16:00,03:04,10.0,10.1,60,4,FALSE,FALSE,
SH20251031_0595,2025,10,31,754,高田久瑠美,09:00,22:00,09:00,22:04,12.0,12.1,60,4,FALSE,FALSE,
SH20251031_0596,2025,10,31,756,中山美和,09:00,23:00,09:00,23:07,13.0,13.1,60,7,FALSE,FALSE,
SH20251002_0597,2025,10,2,759,吉原将郎,09:00,23:00,09:00,22:58,13.0,13.0,60,0,FALSE,FALSE,
SH20251002_0598,2025,10,2,760,五十嵐ティン,09:00,13:30,09:00,13:31,4.5,4.5,0,1,FALSE,FALSE,
SH20251002_0599,2025,10,2,758,佐伯結香,09:00,22:00,09:00,22:10,12.0,12.2,60,10,FALSE,FALSE,
SH20251003_0600,2025,10,3,759,吉原将郎,09:00,23:00,09:00,23:02,13.0,13.0,60,2,FALSE,FALSE,
SH20251003_0601,2025,10,3,760,五十嵐ティン,09:00,13:30,09:00,13:31,4.5,4.5,0,1,FALSE,FALSE,
SH20251004_0602,2025,10,4,759,吉原将郎,09:00,23:00,09:00,23:08,13.0,13.1,60,8,FALSE,FALSE,
SH20251004_0603,2025,10,4,760,五十嵐ティン,09:00,13:30,09:00,13:35,4.5,4.6,0,5,FALSE,FALSE,
SH20251005_0604,2025,10,5,759,吉原将郎,09:00,23:00,09:00,23:04,13.0,13.1,60,4,FALSE,FALSE,
SH20251005_0605,2025,10,5,758,佐伯結香,09:00,22:00,09:00,22:04,12.0,12.1,60,4,FALSE,FALSE,
SH20251008_0606,2025,10,8,759,吉原将郎,09:00,23:00,09:00,23:02,13.0,13.0,60,2,FALSE,FALSE,
SH20251008_0607,2025,10,8,760,五十嵐ティン,09:00,13:30,09:00,13:32,4.5,4.5,0,2,FALSE,FALSE,
SH20251009_0608,2025,10,9,759,吉原将郎,09:00,23:00,09:00,22:58,13.0,13.0,60,0,FALSE,FALSE,
SH20251009_0609,2025,10,9,760,五十嵐ティン,09:00,13:30,09:00,13:27,4.5,4.5,0,0,FALSE,FALSE,
SH20251009_0610,2025,10,9,758,佐伯結香,09:00,22:00,09:00,22:05,12.0,12.1,60,5,FALSE,FALSE,
SH20251010_0611,2025,10,10,759,吉原将郎,09:00,23:00,09:00,23:04,13.0,13.1,60,4,FALSE,FALSE,
SH20251011_0612,2025,10,11,759,吉原将郎,09:00,23:00,09:00,23:06,13.0,13.1,60,6,FALSE,FALSE,
SH20251011_0613,2025,10,11,761,相模純平,09:00,23:00,09:00,23:00,13.0,13.0,60,0,FALSE,FALSE,
SH20251011_0614,2025,10,11,758,佐伯結香,09:00,22:00,09:00,22:06,12.0,12.1,60,6,FALSE,FALSE,
SH20251012_0615,2025,10,12,759,吉原将郎,09:00,23:00,09:00,23:01,13.0,13.0,60,1,FALSE,FALSE,
SH20251012_0616,2025,10,12,760,五十嵐ティン,09:00,13:30,09:00,13:37,4.5,4.6,0,7,FALSE,FALSE,
SH20251013_0617,2025,10,13,759,吉原将郎,09:00,23:00,09:00,23:04,13.0,13.1,60,4,FALSE,FALSE,
SH20251013_0618,2025,10,13,758,佐伯結香,09:00,22:00,09:00,22:05,12.0,12.1,60,5,FALSE,FALSE,
SH20251015_0619,2025,10,15,759,吉原将郎,09:00,23:00,09:00,22:56,13.0,12.9,60,0,FALSE,FALSE,
SH20251015_0620,2025,10,15,760,五十嵐ティン,09:00,13:30,09:00,13:30,4.5,4.5,0,0,FALSE,FALSE,
SH20251016_0621,2025,10,16,759,吉原将郎,09:00,23:00,09:00,23:06,13.0,13.1,60,6,FALSE,FALSE,
SH20251016_0622,2025,10,16,760,五十嵐ティン,09:00,13:30,09:00,13:33,4.5,4.5,0,3,FALSE,FALSE,
SH20251016_0623,2025,10,16,758,佐伯結香,09:00,22:00,09:00,22:08,12.0,12.1,60,8,FALSE,FALSE,
SH20251017_0624,2025,10,17,759,吉原将郎,09:00,23:00,09:00,23:04,13.0,13.1,60,4,FALSE,FALSE,
SH20251017_0625,2025,10,17,760,五十嵐ティン,09:00,13:30,09:00,13:32,4.5,4.5,0,2,FALSE,FALSE,
SH20251018_0626,2025,10,18,759,吉原将郎,09:00,23:00,09:00,23:07,13.0,13.1,60,7,FALSE,FALSE,
SH20251018_0627,2025,10,18,761,相模純平,09:00,23:00,09:00,22:57,13.0,12.9,60,0,FALSE,FALSE,
SH20251019_0628,2025,10,19,759,吉原将郎,09:00,23:00,09:00,22:59,13.0,13.0,60,0,FALSE,FALSE,
SH20251019_0629,2025,10,19,760,五十嵐ティン,09:00,13:30,09:00,13:26,4.5,4.4,0,0,FALSE,FALSE,
SH20251021_0630,2025,10,21,759,吉原将郎,09:00,23:00,09:00,23:10,13.0,13.2,60,10,FALSE,FALSE,
SH20251021_0631,2025,10,21,760,五十嵐ティン,09:00,13:30,09:00,13:35,4.5,4.6,0,5,FALSE,FALSE,
SH20251022_0632,2025,10,22,759,吉原将郎,09:00,23:00,09:00,23:10,13.0,13.2,60,10,FALSE,FALSE,
SH20251022_0633,2025,10,22,760,五十嵐ティン,09:00,13:30,09:00,13:30,4.5,4.5,0,0,FALSE,FALSE,
SH20251023_0634,2025,10,23,758,佐伯結香,09:00,22:00,09:00,22:02,12.0,12.0,60,2,FALSE,FALSE,
SH20251024_0635,2025,10,24,759,吉原将郎,09:00,23:00,09:00,23:09,13.0,13.2,60,9,FALSE,FALSE,
SH20251024_0636,2025,10,24,760,五十嵐ティン,09:00,13:30,09:00,13:27,4.5,4.5,0,0,FALSE,FALSE,
SH20251025_0637,2025,10,25,759,吉原将郎,09:00,23:00,09:00,23:04,13.0,13.1,60,4,FALSE,FALSE,
SH20251025_0638,2025,10,25,760,五十嵐ティン,09:00,13:30,09:00,13:31,4.5,4.5,0,1,FALSE,FALSE,
SH20251026_0639,2025,10,26,759,吉原将郎,09:00,23:00,09:00,22:55,13.0,12.9,60,0,FALSE,FALSE,
SH20251026_0640,2025,10,26,760,五十嵐ティン,09:00,13:30,09:00,13:40,4.5,4.7,0,10,FALSE,FALSE,
SH20251026_0641,2025,10,26,758,佐伯結香,09:00,22:00,09:00,22:01,12.0,12.0,60,1,FALSE,FALSE,
SH20251028_0642,2025,10,28,759,吉原将郎,09:00,23:00,09:00,22:59,13.0,13.0,60,0,FALSE,FALSE,
SH20251028_0643,2025,10,28,760,五十嵐ティン,09:00,13:30,09:00,13:30,4.5,4.4,0,0,FALSE,TRUE,早退
SH20251029_0644,2025,10,29,759,吉原将郎,09:00,23:00,09:00,22:59,13.0,13.0,60,0,FALSE,FALSE,
SH20251029_0645,2025,10,29,760,五十嵐ティン,09:00,13:30,09:00,13:29,4.5,4.5,0,0,FALSE,FALSE,
SH20251030_0646,2025,10,30,759,吉原将郎,09:00,23:00,09:00,22:58,13.0,13.0,60,0,FALSE,FALSE,
SH20251030_0647,2025,10,30,760,五十嵐ティン,09:00,13:30,09:00,13:38,4.5,4.6,0,8,FALSE,FALSE,
SH20251030_0648,2025,10,30,758,佐伯結香,09:00,22:00,09:00,22:00,12.0,12.0,60,0,FALSE,FALSE,
SH20251031_0649,2025,10,31,759,吉原将郎,09:00,23:00,09:00,23:02,13.0,13.0,60,2,FALSE,FALSE,
SH20251031_0650,2025,10,31,760,五十嵐ティン,09:00,13:30,09:00,13:39,4.5,4.7,0,9,FALSE,FALSE,
SH20250703_0651,2025,7,3,762,自由ヶ丘,09:00,23:00,09:00,22:58,13.0,13.0,60,0,FALSE,FALSE,
SH20250703_0652,2025,7,3,763,武根太一,09:00,23:00,09:00,23:10,13.0,13.2,60,10,FALSE,FALSE,
SH20250703_0653,2025,7,3,764,サー,09:00,23:00,09:00,23:08,13.0,13.1,60,8,FALSE,FALSE,
SH20250703_0654,2025,7,3,765,本村めい,18:00,22:00,18:00,21:58,4.0,4.0,0,0,FALSE,FALSE,
SH20250704_0655,2025,7,4,762,自由ヶ丘,09:00,23:00,09:00,23:10,13.0,13.2,60,10,FALSE,FALSE,
SH20250704_0656,2025,7,4,763,武根太一,09:00,23:00,09:00,22:59,13.0,13.0,60,0,FALSE,FALSE,
SH20250704_0657,2025,7,4,764,サー,09:00,23:00,09:00,22:58,13.0,13.0,60,0,FALSE,FALSE,
SH20250704_0658,2025,7,4,766,永井 航平,18:00,23:00,18:00,22:55,5.0,4.9,0,0,FALSE,FALSE,
SH20250704_0659,2025,7,4,767,吉田知世,10:00,17:00,10:00,17:02,6.0,6.0,60,2,FALSE,FALSE,
SH20250705_0660,2025,7,5,762,自由ヶ丘,09:00,23:00,09:00,22:56,13.0,12.9,60,0,FALSE,FALSE,
SH20250705_0661,2025,7,5,763,武根太一,09:00,23:00,09:00,23:05,13.0,13.1,60,5,FALSE,FALSE,
SH20250705_0662,2025,7,5,764,サー,09:00,23:00,09:00,23:00,13.0,12.9,60,0,FALSE,TRUE,早退
SH20250705_0663,2025,7,5,768,藤井杉子,10:00,15:00,10:00,15:09,5.0,5.2,0,9,FALSE,FALSE,
SH20250705_0664,2025,7,5,769,武田夕果,16:00,23:30,16:00,23:37,6.5,6.6,60,7,FALSE,FALSE,
SH20250705_0665,2025,7,5,765,本村めい,09:00,16:00,09:00,16:10,6.0,6.2,60,10,FALSE,FALSE,
SH20250706_0666,2025,7,6,762,自由ヶ丘,09:00,23:00,09:00,23:05,13.0,13.1,60,5,FALSE,FALSE,
SH20250706_0667,2025,7,6,763,武根太一,09:00,23:00,09:00,22:59,13.0,13.0,60,0,FALSE,FALSE,
SH20250706_0668,2025,7,6,764,サー,09:00,23:00,09:00,22:56,13.0,12.9,60,0,FALSE,FALSE,
SH20250706_0669,2025,7,6,769,武田夕果,11:00,23:30,11:00,23:28,11.5,11.5,60,0,FALSE,FALSE,
SH20250706_0670,2025,7,6,770,片山 葵泉,09:00,23:30,09:00,23:37,13.5,13.6,60,7,FALSE,FALSE,
SH20250707_0671,2025,7,7,762,自由ヶ丘,09:00,23:00,09:00,23:04,13.0,13.1,60,4,FALSE,FALSE,
SH20250707_0672,2025,7,7,763,武根太一,09:00,23:00,09:00,23:08,13.0,13.1,60,8,FALSE,FALSE,
SH20250707_0673,2025,7,7,764,サー,09:00,23:00,09:00,22:59,13.0,13.0,60,0,FALSE,FALSE,
SH20250707_0674,2025,7,7,766,永井 航平,09:00,23:30,09:00,23:40,13.5,13.7,60,10,FALSE,FALSE,
SH20250707_0675,2025,7,7,770,片山 葵泉,09:00,20:30,09:00,20:29,10.5,10.5,60,0,FALSE,FALSE,
SH20250708_0676,2025,7,8,770,片山 葵泉,11:00,20:30,11:00,20:25,8.5,8.4,60,0,FALSE,FALSE,
SH20250709_0677,2025,7,9,762,自由ヶ丘,09:00,23:00,09:00,23:02,13.0,13.0,60,2,FALSE,FALSE,
SH20250709_0678,2025,7,9,763,武根太一,09:00,23:00,09:00,22:58,13.0,13.0,60,0,FALSE,FALSE,
SH20250709_0679,2025,7,9,764,サー,09:00,23:00,09:00,23:00,13.0,13.0,60,0,FALSE,FALSE,
SH20250709_0680,2025,7,9,767,吉田知世,10:00,17:00,10:00,16:56,6.0,5.9,60,0,FALSE,FALSE,
SH20250710_0681,2025,7,10,762,自由ヶ丘,09:00,23:00,09:00,23:04,13.0,13.1,60,4,FALSE,FALSE,
SH20250710_0682,2025,7,10,763,武根太一,09:00,23:00,09:00,22:56,13.0,12.9,60,0,FALSE,FALSE,
SH20250710_0683,2025,7,10,764,サー,09:00,23:00,09:00,23:02,13.0,13.0,60,2,FALSE,FALSE,
SH20250710_0684,2025,7,10,766,永井 航平,09:00,23:30,09:00,23:32,13.5,13.5,60,2,FALSE,FALSE,
SH20250710_0685,2025,7,10,770,片山 葵泉,17:00,23:30,17:00,23:26,5.5,5.4,60,0,FALSE,FALSE,
SH20250711_0686,2025,7,11,762,自由ヶ丘,09:00,23:00,09:00,23:04,13.0,13.1,60,4,FALSE,FALSE,
SH20250711_0687,2025,7,11,766,永井 航平,09:00,23:30,09:00,23:37,13.5,13.6,60,7,FALSE,FALSE,
SH20250712_0688,2025,7,12,762,自由ヶ丘,09:00,23:00,09:00,23:05,13.0,13.1,60,5,FALSE,FALSE,
SH20250712_0689,2025,7,12,764,サー,09:00,23:00,09:00,23:04,13.0,13.1,60,4,FALSE,FALSE,
SH20250712_0690,2025,7,12,768,藤井杉子,10:00,23:00,10:00,23:08,12.0,12.1,60,8,FALSE,FALSE,
SH20250712_0691,2025,7,12,769,武田夕果,16:00,23:30,16:00,23:36,6.5,6.6,60,6,FALSE,FALSE,
SH20250712_0692,2025,7,12,767,吉田知世,10:00,17:00,10:00,17:03,6.0,6.0,60,3,FALSE,FALSE,
SH20250712_0693,2025,7,12,770,片山 葵泉,09:00,16:00,09:00,15:55,6.0,5.9,60,0,FALSE,FALSE,
SH20250713_0694,2025,7,13,762,自由ヶ丘,09:00,23:00,09:00,22:56,13.0,12.9,60,0,FALSE,FALSE,
SH20250713_0695,2025,7,13,764,サー,09:00,23:00,09:00,23:00,13.0,13.0,60,0,FALSE,FALSE,
SH20250713_0696,2025,7,13,769,武田夕果,11:00,23:30,11:00,23:36,11.5,11.6,60,6,FALSE,FALSE,
SH20250713_0697,2025,7,13,771,松本佳奈,11:00,15:00,11:00,14:56,4.0,3.9,0,0,FALSE,FALSE,
SH20250713_0698,2025,7,13,767,吉田知世,16:00,23:00,16:00,23:10,6.0,6.2,60,10,FALSE,FALSE,
SH20250714_0699,2025,7,14,762,自由ヶ丘,09:00,23:00,09:00,23:01,13.0,13.0,60,1,FALSE,FALSE,
SH20250714_0700,2025,7,14,764,サー,09:00,23:00,09:00,23:07,13.0,13.1,60,7,FALSE,FALSE,
SH20250714_0701,2025,7,14,766,永井 航平,09:00,23:30,09:00,23:26,13.5,13.4,60,0,FALSE,FALSE,
SH20250714_0702,2025,7,14,767,吉田知世,11:00,23:00,11:00,23:06,11.0,11.1,60,6,FALSE,FALSE,
SH20250714_0703,2025,7,14,770,片山 葵泉,17:00,23:30,17:00,23:34,5.5,5.6,60,4,FALSE,FALSE,
SH20250715_0704,2025,7,15,770,片山 葵泉,17:00,20:30,16:55,20:25,3.5,3.4,0,0,TRUE,FALSE,遅刻
SH20250716_0705,2025,7,16,762,自由ヶ丘,09:00,23:00,09:00,22:55,13.0,12.9,60,0,FALSE,FALSE,
SH20250716_0706,2025,7,16,763,武根太一,09:00,23:00,09:00,23:10,13.0,13.2,60,10,FALSE,FALSE,
SH20250716_0707,2025,7,16,764,サー,09:00,23:00,09:00,23:08,13.0,13.1,60,8,FALSE,FALSE,
SH20250716_0708,2025,7,16,767,吉田知世,10:00,17:00,10:00,17:04,6.0,6.1,60,4,FALSE,FALSE,
SH20250717_0709,2025,7,17,762,自由ヶ丘,09:00,23:00,09:00,23:09,13.0,13.2,60,9,FALSE,FALSE,
SH20250717_0710,2025,7,17,763,武根太一,09:00,23:00,09:00,23:01,13.0,13.0,60,1,FALSE,FALSE,
SH20250717_0711,2025,7,17,764,サー,09:00,23:00,09:00,23:09,13.0,13.2,60,9,FALSE,FALSE,
SH20250717_0712,2025,7,17,766,永井 航平,09:00,23:30,09:00,23:31,13.5,13.5,60,1,FALSE,FALSE,
SH20250717_0713,2025,7,17,770,片山 葵泉,16:00,23:30,16:00,23:32,6.5,6.5,60,2,FALSE,FALSE,
SH20250718_0714,2025,7,18,762,自由ヶ丘,09:00,23:00,09:00,23:09,13.0,13.2,60,9,FALSE,FALSE,
SH20250718_0715,2025,7,18,763,武根太一,09:00,23:00,09:00,23:03,13.0,13.1,60,3,FALSE,FALSE,
SH20250718_0716,2025,7,18,764,サー,09:00,23:00,09:00,23:01,13.0,13.0,60,1,FALSE,FALSE,
SH20250718_0717,2025,7,18,766,永井 航平,09:00,23:30,08:57,23:27,13.5,13.4,60,0,TRUE,FALSE,遅刻
SH20250718_0718,2025,7,18,770,片山 葵泉,09:00,17:00,09:00,16:58,7.0,7.0,60,0,FALSE,FALSE,
SH20250719_0719,2025,7,19,762,自由ヶ丘,09:00,23:00,09:00,23:04,13.0,13.1,60,4,FALSE,FALSE,
SH20250719_0720,2025,7,19,763,武根太一,09:00,23:00,09:00,23:10,13.0,13.2,60,10,FALSE,FALSE,
SH20250719_0721,2025,7,19,764,サー,09:00,23:00,09:00,23:02,13.0,13.0,60,2,FALSE,FALSE,
SH20250719_0722,2025,7,19,768,藤井杉子,16:00,23:00,16:00,23:10,6.0,6.2,60,10,FALSE,FALSE,
SH20250719_0723,2025,7,19,767,吉田知世,10:00,17:00,10:00,16:57,6.0,6.0,60,0,FALSE,FALSE,
SH20250719_0724,2025,7,19,770,片山 葵泉,11:00,20:30,11:00,20:38,8.5,8.6,60,8,FALSE,FALSE,
SH20250720_0725,2025,7,20,762,自由ヶ丘,09:00,23:00,09:00,23:05,13.0,13.1,60,5,FALSE,FALSE,
SH20250720_0726,2025,7,20,763,武根太一,09:00,23:00,09:00,23:05,13.0,13.1,60,5,FALSE,FALSE,
SH20250720_0727,2025,7,20,768,藤井杉子,10:00,23:00,10:00,23:03,12.0,12.1,60,3,FALSE,FALSE,
SH20250720_0728,2025,7,20,770,片山 葵泉,17:00,20:30,17:00,20:27,3.5,3.5,0,0,FALSE,FALSE,
SH20250721_0729,2025,7,21,762,自由ヶ丘,09:00,23:00,09:00,22:56,13.0,12.9,60,0,FALSE,FALSE,
SH20250721_0730,2025,7,21,763,武根太一,09:00,23:00,09:00,23:02,13.0,13.0,60,2,FALSE,FALSE,
SH20250721_0731,2025,7,21,764,サー,09:00,23:00,09:00,23:03,13.0,13.1,60,3,FALSE,FALSE,
SH20250721_0732,2025,7,21,768,藤井杉子,16:00,23:00,16:00,23:04,6.0,6.1,60,4,FALSE,FALSE,
SH20250721_0733,2025,7,21,765,本村めい,09:00,16:00,09:00,16:08,6.0,6.1,60,8,FALSE,FALSE,
SH20250721_0734,2025,7,21,770,片山 葵泉,11:00,20:30,11:00,20:26,8.5,8.4,60,0,FALSE,FALSE,
SH20250722_0735,2025,7,22,770,片山 葵泉,17:00,23:30,17:00,23:35,5.5,5.6,60,5,FALSE,FALSE,
SH20250723_0736,2025,7,23,762,自由ヶ丘,09:00,23:00,09:00,22:58,13.0,13.0,60,0,FALSE,FALSE,
SH20250723_0737,2025,7,23,763,武根太一,09:00,23:00,09:00,23:10,13.0,13.2,60,10,FALSE,FALSE,
SH20250724_0738,2025,7,24,762,自由ヶ丘,09:00,23:00,09:00,23:00,13.0,13.0,60,0,FALSE,FALSE,
SH20250724_0739,2025,7,24,763,武根太一,09:00,23:00,09:00,23:00,13.0,13.0,60,0,FALSE,FALSE,
SH20250724_0740,2025,7,24,764,サー,09:00,23:00,09:00,23:10,13.0,13.2,60,10,FALSE,FALSE,
SH20250724_0741,2025,7,24,766,永井 航平,09:00,23:30,09:00,23:40,13.5,13.7,60,10,FALSE,FALSE,
SH20250725_0742,2025,7,25,762,自由ヶ丘,09:00,23:00,09:00,23:03,13.0,13.1,60,3,FALSE,FALSE,
SH20250725_0743,2025,7,25,763,武根太一,09:00,23:00,09:00,23:08,13.0,13.1,60,8,FALSE,FALSE,
SH20250725_0744,2025,7,25,764,サー,09:00,23:00,09:00,22:56,13.0,12.9,60,0,FALSE,FALSE,
SH20250726_0745,2025,7,26,762,自由ヶ丘,09:00,23:00,09:00,23:09,13.0,13.2,60,9,FALSE,FALSE,
SH20250726_0746,2025,7,26,763,武根太一,09:00,23:00,09:00,23:07,13.0,13.1,60,7,FALSE,FALSE,
SH20250726_0747,2025,7,26,764,サー,09:00,23:00,09:00,22:59,13.0,13.0,60,0,FALSE,FALSE,
SH20250726_0748,2025,7,26,766,永井 航平,10:00,17:00,10:00,16:55,6.0,5.9,60,0,FALSE,FALSE,
SH20250726_0749,2025,7,26,768,藤井杉子,16:00,23:00,16:00,22:57,6.0,6.0,60,0,FALSE,FALSE,
SH20250727_0750,2025,7,27,762,自由ヶ丘,09:00,23:00,09:00,23:08,13.0,13.1,60,8,FALSE,FALSE,
SH20250727_0751,2025,7,27,763,武根太一,09:00,23:00,09:00,23:10,13.0,13.2,60,10,FALSE,FALSE,
SH20250727_0752,2025,7,27,764,サー,09:00,23:00,09:00,23:06,13.0,13.1,60,6,FALSE,FALSE,
SH20250727_0753,2025,7,27,771,松本佳奈,11:00,15:00,11:00,15:04,4.0,4.1,0,4,FALSE,FALSE,
SH20250728_0754,2025,7,28,762,自由ヶ丘,09:00,23:00,09:00,23:01,13.0,13.0,60,1,FALSE,FALSE,
SH20250728_0755,2025,7,28,763,武根太一,09:00,23:00,09:00,23:06,13.0,13.1,60,6,FALSE,FALSE,
SH20250728_0756,2025,7,28,764,サー,09:00,23:00,09:00,23:04,13.0,13.1,60,4,FALSE,FALSE,
